[2026-08-20 15:05:14,670] [INFO]    GDS input file passed, running in LVS mode
[2026-08-20 15:05:30,968] [SUBPROCESS]    R83;$10.$134.15;$10.$135.18;;585.0
[2026-08-20 15:05:30,969] [SUBPROCESS]    R84;$10.$134.15;$10.$138.15;;0.0
[2026-08-20 15:05:30,969] [SUBPROCESS]    R85;$10.$135.18;$10.$294.18;;0.0
[2026-08-20 15:05:30,970] [SUBPROCESS]    R86;$10.$135.18;$10.$298.18;;27.106
[2026-08-20 15:05:30,970] [SUBPROCESS]    R87;$10.$136.15;$10.$137.18;;585.0
[2026-08-20 15:05:30,971] [SUBPROCESS]    R88;$10.$136.15;$10.P4.15;;0.0
[2026-08-20 15:05:30,972] [SUBPROCESS]    R89;$10.$137.18;$10.$296.18;;0.0
[2026-08-20 15:05:30,972] [SUBPROCESS]    R90;$10.$137.18;$10.$300.18;;27.106
[2026-08-20 15:05:30,972] [SUBPROCESS]    R91;$10.$138.15;$10.$139.18;;585.0
[2026-08-20 15:05:30,973] [SUBPROCESS]    R92;$10.$138.15;$10.P0.15;;0.0
[2026-08-20 15:05:30,974] [SUBPROCESS]    R93;$10.$139.18;$10.$298.18;;0.0
[2026-08-20 15:05:30,975] [SUBPROCESS]    R94;$10.$139.18;$10.$302.18;;27.106
[2026-08-20 15:05:30,975] [SUBPROCESS]    R95;$10.$14.15;$10.$15.18;;585.0
[2026-08-20 15:05:30,976] [SUBPROCESS]    R96;$10.$14.15;$10.P3.15;;0.0
[2026-08-20 15:05:30,976] [SUBPROCESS]    R97;$10.$140.15;$10.$141.18;;585.0
[2026-08-20 15:05:30,976] [SUBPROCESS]    R98;$10.$140.15;$10.$144.15;;0.0
[2026-08-20 15:05:30,977] [SUBPROCESS]    R99;$10.$140.15;$10.P4.15;;0.0
[2026-08-20 15:05:30,978] [SUBPROCESS]    R100;$10.$141.18;$10.$300.18;;0.0
[2026-08-20 15:05:30,978] [SUBPROCESS]    R101;$10.$141.18;$10.$304.18;;27.106
[2026-08-20 15:05:30,979] [SUBPROCESS]    R102;$10.$142.15;$10.$143.18;;585.0
[2026-08-20 15:05:30,979] [SUBPROCESS]    R103;$10.$142.15;$10.$146.15;;0.0
[2026-08-20 15:05:30,980] [SUBPROCESS]    R104;$10.$142.15;$10.P0.15;;0.0
